2017-09-13T13:30:00Z,159.91,159.96,159.35,159.4091
2017-09-13T13:31:00Z,159.42,159.45,158.95,159.206
2017-09-13T13:32:00Z,159.21,159.25,158.89,158.99
2017-09-13T13:33:00Z,158.98,159.04,158.9,158.92
2017-09-13T13:34:00Z,158.915,159.09,158.79,158.997
2017-09-13T13:35:00Z,158.989,159.39,158.98,159.36
2017-09-13T13:36:00Z,159.37,159.3887,159.1214,159.135
2017-09-13T13:37:00Z,159.1579,159.39,159.06,159.37
2017-09-13T13:38:00Z,159.36,159.58,159.36,159.58
2017-09-13T13:39:00Z,159.57,159.73,159.52,159.72
2017-09-13T13:40:00Z,159.6899,159.7299,159.5,159.53
2017-09-13T13:41:00Z,159.55,159.64,159.34,159.4
2017-09-13T13:42:00Z,159.42,159.45,159.015,159.0282
2017-09-13T13:43:00Z,159.02,159.29,159.02,159.2599
2017-09-13T13:44:00Z,159.27,159.42,159.21,159.21
2017-09-13T13:45:00Z,159.2,159.38,159.15,159.2601
2017-09-13T13:46:00Z,159.26,159.27,159.06,159.1
2017-09-13T13:47:00Z,159.1,159.22,158.87,159.13
2017-09-13T13:48:00Z,159.13,159.13,158.77,158.95
2017-09-13T13:49:00Z,158.9492,158.98,158.65,158.7
2017-09-13T13:50:00Z,158.688,158.8,158.688,158.7058
2017-09-13T13:51:00Z,158.7099,158.95,158.68,158.91
2017-09-13T13:52:00Z,158.9114,158.98,158.85,158.93
2017-09-13T13:53:00Z,158.93,158.94,158.78,158.79
2017-09-13T13:54:00Z,158.78,158.86,158.68,158.825
2017-09-13T13:55:00Z,158.825,159.17,158.825,159.05
2017-09-13T13:56:00Z,159.055,159.06,158.82,158.82
2017-09-13T13:57:00Z,158.8235,159.17,158.8235,159.16
2017-09-13T13:58:00Z,159.1643,159.2793,159.12,159.225
2017-09-13T13:59:00Z,159.224,159.24,159.05,159.1345
2017-09-13T14:00:00Z,159.14,159.19,159.08,159.11
2017-09-13T14:01:00Z,159.091,159.14,159.03,159.05
2017-09-13T14:02:00Z,159.05,159.06,158.93,159.02
2017-09-13T14:03:00Z,159.0162,159.16,159,159.16
2017-09-13T14:04:00Z,159.17,159.17,159.1,159.17
2017-09-13T14:05:00Z,159.16,159.18,159.02,159.03
2017-09-13T14:06:00Z,159.04,159.11,158.91,158.92
2017-09-13T14:07:00Z,158.92,159,158.91,158.9734
2017-09-13T14:08:00Z,158.97,159,158.94,158.97
2017-09-13T14:09:00Z,158.961,159.03,158.92,158.96
2017-09-13T14:10:00Z,158.96,159.03,158.87,158.9845
2017-09-13T14:11:00Z,158.985,159.01,158.87,158.87
2017-09-13T14:12:00Z,158.8814,159.15,158.86,159.1499
2017-09-13T14:13:00Z,159.15,159.39,159.09,159.35
2017-09-13T14:14:00Z,159.34,159.39,159.18,159.25
2017-09-13T14:15:00Z,159.26,159.28,159.05,159.085
2017-09-13T14:16:00Z,159.08,159.08,158.86,158.9712
2017-09-13T14:17:00Z,158.98,159,158.9,158.98
2017-09-13T14:18:00Z,158.9786,159,158.9,158.91
2017-09-13T14:19:00Z,158.92,158.9862,158.77,158.87
2017-09-13T14:20:00Z,158.865,159.05,158.865,158.9364
2017-09-13T14:21:00Z,158.935,158.9599,158.72,158.7251
2017-09-13T14:22:00Z,158.73,158.81,158.675,158.69
2017-09-13T14:23:00Z,158.7,158.75,158.58,158.61
2017-09-13T14:24:00Z,158.5999,158.69,158.58,158.61
2017-09-13T14:25:00Z,158.61,158.8,158.54,158.6293
2017-09-13T14:26:00Z,158.6247,158.6293,158.45,158.515
2017-09-13T14:27:00Z,158.495,158.54,158.4,158.44
2017-09-13T14:28:00Z,158.4315,158.8,158.43,158.6892
2017-09-13T14:29:00Z,158.6825,158.94,158.68,158.69
2017-09-13T14:30:00Z,158.709,158.9,158.67,158.85
