136.6,136.79,136.51,136.78
136.77,136.8,136.56,136.61
136.6199,136.92,136.56,136.885
136.88,136.96,136.78,136.87
136.875,136.915,136.63,136.69
136.69,136.85,136.58,136.58
136.585,136.6899,136.52,136.68
136.69,136.705,136.59,136.5991
136.6,136.68,136.56,136.5609
136.5601,136.605,136.465,136.49
136.5,136.67,136.41,136.49
136.49,136.68,136.48,136.65
136.65,136.82,136.645,136.765
136.765,136.8085,136.67,136.6785
136.675,136.685,136.56,136.675
136.68,137.05,136.68,137.04
137.0423,137.0699,136.93,137.025
137.03,137.1,136.9975,137.085
137.09,137.19,137.09,137.19
137.185,137.19,137.03,137.05
137.055,137.11,137,137.02
137.03,137.07,137.01,137.05
137.055,137.065,136.9,136.905
136.909,136.94,136.85,136.86
136.86,136.865,136.65,136.68
136.675,136.705,136.62,136.695
136.695,136.85,136.6425,136.845
136.8427,136.9,136.82,136.87
136.865,136.9399,136.85,136.92
136.911,136.98,136.9,136.937
136.935,136.935,136.72,136.7492
136.75,136.8,136.69,136.79
136.79,136.905,136.79,136.805
136.805,136.815,136.71,136.77
136.76,136.85,136.73,136.82
136.82,136.855,136.76,136.7864
136.79,136.8798,136.61,136.6399
136.64,136.64,136.57,136.6001
136.61,136.71,136.59,136.676
136.68,136.715,136.665,136.67
136.67,136.7201,136.67,136.7
136.69,136.73,136.69,136.6901
136.6993,136.76,136.6,136.6001
136.605,136.6896,136.55,136.6715
136.67,136.69,136.5801,136.59
136.59,136.66,136.5801,136.625
136.62,136.63,136.55,136.62
136.61,136.64,136.55,136.555
136.551,136.552,136.425,136.44
136.44,136.44,136.282,136.3
136.29,136.42,136.2698,136.405
136.4,136.475,136.38,136.47
136.46,136.525,136.46,136.495
136.4951,136.6,136.495,136.5992
136.6,136.62,136.52,136.57
136.57,136.59,136.53,136.56
136.5543,136.6,136.548,136.56
136.55,136.555,136.4887,136.5
136.5025,136.54,136.4901,136.51
136.51,136.5611,136.48,136.5611
136.5601,136.5699,136.485,136.54
136.53,136.5399,136.5,136.52
136.525,136.525,136.46,136.48
136.485,136.55,136.47,136.515
136.515,136.515,136.47,136.4983
136.49,136.545,136.46,136.5417
136.54,136.58,136.52,136.525
136.525,136.58,136.5215,136.565
136.5688,136.5688,136.43,136.435
136.435,136.44,136.35,136.405
136.4,136.445,136.385,136.425
136.425,136.45,136.4,136.415
136.415,136.43,136.33,136.3599
136.355,136.38,136.32,136.3599
136.355,136.3801,136.33,136.361
136.365,136.365,136.26,136.325
136.33,136.4077,136.315,136.4038
136.405,136.43,136.37,136.3875
136.385,136.415,136.32,136.415
136.4182,136.47,136.385,136.385
136.385,136.44,136.3648,136.44
136.44,136.5,136.4301,136.469
136.465,136.5,136.46,136.465
136.46,136.4984,136.42,136.4399
136.43,136.52,136.42,136.46
136.45,136.49,136.41,136.49
136.485,136.5,136.4001,136.4077
136.4,136.42,136.35,136.3716
136.38,136.445,136.37,136.425
136.43,136.47,136.43,136.44
136.4472,136.475,136.4,136.445
136.45,136.46,136.4,136.41
136.41,136.43,136.36,136.3681
136.37,136.3799,136.34,136.3418
136.345,136.3699,136.33,136.3582
136.35,136.42,136.33,136.37
136.36,136.36,136.215,136.245
136.2474,136.27,136.12,136.17
136.16,136.177,136.07,136.1111
136.12,136.22,136.113,136.1901
136.1999,136.22,136.12,136.1314
136.131,136.1377,136.01,136.02
136.02,136.0584,135.93,136.038
136.04,136.06,135.98,135.98
135.98,136.06,135.965,136.035
136.037,136.1,136,136.085
136.085,136.1,136.0583,136.0801
136.0865,136.14,136.05,136.055
136.0587,136.0691,136.01,136.025
136.02,136.0679,136.01,136.045
136.05,136.07,136.0114,136.04
136.035,136.04,135.94,135.9988
135.99,136.01,135.85,135.895
135.8832,135.92,135.8,135.808
135.81,135.885,135.76,135.86
135.85,135.9059,135.8,135.88
135.89,135.92,135.8601,135.875
135.88,135.99,135.88,135.97
135.97,136.01,135.97,135.99
135.9918,136.02,135.96,136.015
136.01,136.04,135.99,135.9901
135.99,136.05,135.97,136.0201
136.02,136.07,136,136.018
136.0123,136.0499,136,136.01
136.01,136.07,135.99,136.0608
136.065,136.12,136.0401,136.1177
136.11,136.125,136.07,136.1101
136.115,136.1169,136.055,136.0699
136.065,136.0699,136.025,136.0578
136.055,136.09,136.05,136.0578
136.05,136.14,136.04,136.105
136.11,136.1499,136.11,136.115
136.11,136.17,136.09,136.1603
136.17,136.2199,136.1601,136.195
136.19,136.229,136.15,136.2188
136.2101,136.219,136.15,136.155
136.15,136.15,136.11,136.14
136.13,136.19,136.11,136.11
136.115,136.18,136.11,136.18
136.1701,136.22,136.165,136.2125
136.212,136.24,136.19,136.205
136.2,136.21,136.18,136.2072
136.2,136.25,136.2,136.2476
136.24,136.33,136.24,136.33
136.3201,136.3879,136.3201,136.375
136.3701,136.42,136.37,136.375
136.38,136.4,136.3201,136.325
136.32,136.37,136.295,136.3218
136.32,136.345,136.301,136.316
136.31,136.35,136.31,136.3183
136.315,136.355,136.31,136.35
136.35,136.42,136.35,136.3999
136.39,136.405,136.3428,136.3799
136.38,136.4,136.36,136.36
136.36,136.42,136.35,136.41
136.415,136.44,136.405,136.4101
136.415,136.415,136.38,136.3857
136.39,136.4272,136.38,136.405
136.4,136.43,136.38,136.4201
136.425,136.4699,136.425,136.4699
136.46,136.465,136.41,136.43
136.41,136.42,136.38,136.4
136.4,136.4486,136.4,136.4486
136.45,136.46,136.44,136.4501
136.4466,136.45,136.43,136.445
136.4499,136.48,136.448,136.47
136.4716,136.53,136.465,136.53
136.52,136.53,136.49,136.4953
136.495,136.525,136.46,136.46
136.46,136.4699,136.405,136.425
136.425,136.43,136.3205,136.33
136.3229,136.3642,136.3001,136.3001
136.3099,136.37,136.3,136.365
136.3662,136.38,136.33,136.335
136.335,136.4,136.32,136.39
136.3925,136.43,136.39,136.4201
136.42,136.48,136.42,136.4625
136.465,136.47,136.44,136.445
136.44,136.45,136.38,136.38
136.385,136.44,136.3829,136.4
136.395,136.43,136.3799,136.425
136.42,136.43,136.34,136.345
136.34,136.345,136.26,136.28
136.285,136.33,136.27,136.3
136.3,136.315,136.23,136.24
136.23,136.27,136.19,136.265
136.2673,136.3099,136.2301,136.2301
136.23,136.249,136.21,136.235
136.24,136.2514,136.225,136.2369
136.23,136.235,136.17,136.2099
136.206,136.2383,136.1727,136.19
136.1878,136.19,136.16,136.19
136.19,136.19,136.15,136.175
136.18,136.27,136.18,136.255
136.2524,136.27,136.25,136.255
136.255,136.27,136.23,136.2699
136.27,136.28,136.22,136.23
136.225,136.24,136.2101,136.24
136.24,136.245,136.2,136.22
136.21,136.23,136.18,136.1832
136.18,136.1868,136.12,136.12
136.12,136.1599,136.1,136.15
136.15,136.165,136.1201,136.13
136.1299,136.1299,136.07,136.09
136.08,136.085,136.045,136.05
136.055,136.11,136.04,136.1077
136.11,136.135,136.1001,136.13
136.125,136.13,136.1,136.125
136.12,136.1299,136.08,136.125
136.125,136.16,136.09,136.0958
136.095,136.105,136.06,136.0801
136.08,136.0899,136.03,136.055
136.055,136.115,136.0524,136.0699
136.061,136.1099,136.061,136.105
136.105,136.105,136.0701,136.09
136.0874,136.1099,136.06,136.0725
136.0725,136.12,136.05,136.115
136.12,136.18,136.12,136.1626
136.16,136.1999,136.15,136.1699
136.17,136.21,136.1622,136.2
136.1999,136.2,136.13,136.135
136.13,136.16,136.11,136.155
136.15,136.18,136.14,136.16
136.16,136.1699,136.125,136.13
136.1309,136.15,136.11,136.1401
136.145,136.15,136.12,136.1486
136.15,136.2,136.15,136.15
136.155,136.16,136.125,136.16
136.15,136.21,136.15,136.2023
136.2025,136.22,136.185,136.2158
136.215,136.25,136.2,136.2323
136.24,136.26,136.2301,136.26
136.2523,136.26,136.24,136.2525
136.26,136.26,136.235,136.25
136.24,136.29,136.24,136.287
136.285,136.3,136.28,136.3
136.295,136.32,136.28,136.315
136.315,136.35,136.31,136.335
136.3383,136.34,136.302,136.305
136.3088,136.31,136.26,136.2701
136.27,136.3,136.25,136.3
136.3,136.3673,136.3,136.3673
136.36,136.3699,136.32,136.35
136.36,136.37,136.34,136.355
136.3527,136.42,136.3527,136.415
136.42,136.45,136.41,136.44
136.445,136.5,136.44,136.498
136.5,136.505,136.46,136.48
136.4701,136.52,136.4701,136.52
136.525,136.56,136.525,136.54
136.545,136.6,136.54,136.6
136.6,136.62,136.57,136.5701
136.57,136.59,136.56,136.5883
136.58,136.62,136.58,136.59
136.5857,136.5857,136.54,136.57
136.565,136.57,136.53,136.545
136.545,136.58,136.5316,136.5316
136.53,136.58,136.53,136.57
136.5625,136.57,136.53,136.535
136.53,136.53,136.47,136.47
136.4743,136.5,136.45,136.4599
136.45,136.4679,136.4101,136.4607
136.47,136.5099,136.46,136.475
136.475,136.5498,136.46,136.5498
136.5478,136.5799,136.53,136.57
136.57,136.57,136.54,136.565
136.56,136.57,136.53,136.555
136.55,136.555,136.52,136.52
136.525,136.55,136.51,136.5378
136.5374,136.5374,136.51,136.525
136.5299,136.53,136.475,136.475
136.4701,136.52,136.4701,136.5022
136.5,136.6,136.5,136.5857
136.5871,136.62,136.5801,136.6121
136.61,136.65,136.61,136.64
136.645,136.73,136.645,136.72
136.725,136.77,136.72,136.7598
136.76,136.79,136.75,136.7522
136.75,136.77,136.73,136.765
136.765,136.84,136.765,136.83
136.825,136.83,136.71,136.7313
136.7399,136.74,136.6744,136.7
136.7,136.7,136.67,136.69
136.6915,136.7,136.67,136.6999
136.7,136.74,136.69,136.74
136.737,136.745,136.695,136.7099
136.7001,136.725,136.68,136.72
136.725,136.7599,136.72,136.75
136.7587,136.8,136.75,136.7801
136.7847,136.79,136.755,136.765
136.76,136.79,136.75,136.785
136.79,136.81,136.7801,136.8033
136.805,136.87,136.8,136.855
136.855,136.86,136.8,136.835
136.8285,136.835,136.7814,136.805
136.8099,136.82,136.79,136.79
136.78,136.8,136.749,136.749
136.74,136.7799,136.74,136.7526
136.7581,136.765,136.74,136.76
136.75,136.76,136.74,136.75
136.755,136.8,136.75,136.79
136.7803,136.795,136.74,136.785
136.7899,136.83,136.785,136.818
136.82,136.87,136.82,136.865
136.865,136.91,136.85,136.91
136.905,136.94,136.895,136.905
136.9017,136.91,136.86,136.9064
136.9027,136.94,136.89,136.89
136.895,136.9057,136.8601,136.895
136.8901,136.92,136.88,136.91
136.909,136.93,136.88,136.88
136.885,136.93,136.8801,136.9289
136.925,136.95,136.92,136.95
136.9599,136.98,136.94,136.98
136.98,137,136.97,136.995
137,137,136.92,136.9215
136.921,136.9299,136.85,136.859
136.8675,136.9,136.85,136.86
136.865,136.89,136.83,136.83
136.83,136.86,136.82,136.855
136.855,136.8699,136.83,136.832
136.83,136.88,136.8288,136.875
136.8799,136.9,136.855,136.8963
136.895,136.93,136.89,136.915
136.915,136.96,136.91,136.95
136.95,136.975,136.935,136.97
136.97,136.975,136.94,136.94
136.94,136.98,136.92,136.9768
136.9727,136.9853,136.96,136.96
136.96,136.99,136.95,136.985
136.985,137.01,136.94,136.995
136.995,137.05,136.995,137.045
137.045,137.07,137.045,137.0697
137.07,137.07,137,137
137.005,137.03,136.97,136.9701
136.975,136.9874,136.92,136.925
136.92,136.94,136.91,136.9301
136.935,136.985,136.9101,136.9217
136.9241,136.95,136.89,136.945
136.94,136.97,136.935,136.96
136.97,136.97,136.91,136.95
136.9401,136.99,136.9401,136.9801
136.9873,136.995,136.97,136.9725
136.97,136.975,136.94,136.9501
136.95,136.95,136.88,136.895
136.89,136.915,136.88,136.915
136.91,136.94,136.91,136.9328
136.94,136.965,136.9131,136.955
136.955,136.96,136.9,136.9
136.9099,136.98,136.9,136.98
136.99,137,136.955,136.9685
136.9601,136.98,136.95,136.965
136.9699,137.005,136.96,136.995
136.9999,137,136.98,136.985
136.985,137.03,136.985,137.02
137.02,137.03,136.99,136.995
136.995,137,136.962,136.985
136.985,137,136.98,136.995
136.99,136.9969,136.96,136.96
136.9626,136.9699,136.93,136.9426
136.95,137.06,136.95,137.06
137.055,137.07,137.05,137.06
137.05,137.1,137.05,137.0801
137.083,137.13,137.0801,137.12
137.1201,137.127,137.08,137.0819
137.08,137.095,137.04,137.06
137.065,137.07,136.99,137.015
137.0147,137.08,137.01,137.08
137.0728,137.08,137.045,137.07
137.065,137.08,137.04,137.045
137.045,137.09,137.02,137.0683
137.06,137.09,137.06,137.065
137.06,137.07,137.03,137.04
137.05,137.0779,137.02,137.06
137.0523,137.06,137.02,137.035
137.0301,137.06,137.01,137.04
137.03,137.1,137.03,137.0801
137.09,137.125,137.085,137.11
137.11,137.1175,137.07,137.0715
137.08,137.1,137.05,137.091
137.1,137.22,137.08,137.13
137.125,137.1487,137.02,137.0683
137.07,137.09,137.05,137.06
137.07,137.12,137.06,137.11
137.11,137.19,137.095,137.18
137.175,137.24,137.16,137.23
137.2201,137.255,137.2,137.235
137.235,137.2599,137.21,137.215
137.215,137.26,137.205,137.245
137.245,137.33,137.19,137.27
137.92,138.08,137.88,137.9
137.89,137.93,137.745,137.83
137.83,137.96,137.81,137.89
137.89,138.15,137.8204,138.11
138.115,138.35,138.115,138.345
138.345,138.42,138.08,138.13
138.1299,138.31,138.11,138.22
138.2199,138.37,138.215,138.35
138.345,138.49,138.34,138.4899
138.48,138.56,138.435,138.49
138.495,138.58,138.48,138.5001
138.505,138.58,138.45,138.4809
138.48,138.54,138.43,138.4782
138.47,138.5275,138.44,138.5
138.51,138.6379,138.51,138.5817
138.583,138.69,138.583,138.685
